batch_id,batch_date,study_id,Author,Publication Year,Title,Publication Title,pdf_filename
batch0903,2020-07-23,a001338,"John, Leslie K.; Donnelly, Grant E.; Roberto, Christina A.",2017,Psychologically Informed Implementations of Sugary-Drink Portion Limits,Psychological Science,Refer to Zotero library for PDF/link
batch0903,2020-07-23,a001614,"Spaniel, William; Poznansky, Michael",2018,Credible Commitment in Covert Affairs,American Journal of Political Science,Refer to Zotero library for PDF/link
