batch_id,batch_date,study_id,Author,Publication Year,Title,Publication Title,pdf_filename
batch0028,2020-04-08,a000512,"Posten, Ann-Christin; Mussweiler, Thomas",2019,Egocentric foundations of trust,Journal of Experimental Social Psychology,batch0028/a000512/a000512_article.pdf
batch0028,2020-04-08,a000539,"Charlesworth, Tessa E. S.; Banaji, Mahzarin R.",2019,Patterns of Implicit and Explicit Attitudes: I. Long-Term Change and Stability From 2007 to 2016,Psychological Science,batch0028/a000539/a000539_article.pdf
batch0028,2020-04-08,a000558,"Craig, Belinda M.; Nelson, Nicole L.; Dixson, Barnaby J. W.",2019,"Sexual Selection, Agonistic Signaling, and the Effect of Beards on Recognition of Men’s Anger Displays",Psychological Science,batch0028/a000558/a000558_article.pdf
batch0028,2020-04-08,a000561,"Teodorescu, Kinneret; Erev, Ido",2014,"Learned Helplessness and Learned Prevalence: Exploring the Causal Relations Among Perceived Controllability, Reward                     Prevalence, and Exploration",Psychological Science,batch0028/a000561/a000561_article.pdf
batch0028,2020-04-08,a000577,"Wade, Kimberley A.; Garry, Maryanne; Pezdek, Kathy",2018,Deconstructing Rich False Memories of Committing Crime: Commentary on Shaw and Porter (2015),Psychological Science,batch0028/a000577/a000577_article.pdf
batch0028,2020-04-08,a000594,"Deska, Jason C.; Hugenberg, Kurt",2018,Targets' facial width-to-height ratio biases pain judgments,Journal of Experimental Social Psychology,batch0028/a000594/a000594_article.pdf
batch0028,2020-04-08,a000638,"Ghaffari, Minou; Fiedler, Susann",2018,The Power of Attention: Using Eye Gaze to Predict Other-Regarding and Moral Choices,Psychological Science,batch0028/a000638/a000638_article.pdf
batch0028,2020-04-08,a000936,"Maglio, Sam J.; Polman, Evan",2014,Spatial Orientation Shrinks and Expands Psychological                     Distance,Psychological Science,batch0028/a000936/a000936_article.pdf
batch0028,2020-04-08,a000945,"Gable, Shelly L.; Hopper, Elizabeth A.; Schooler, Jonathan W.",2019,When the Muses Strike: Creative Ideas of Physicists and Writers Routinely Occur During Mind Wandering,Psychological Science,batch0028/a000945/a000945_article.pdf
batch0028,2020-04-08,a000979,"Serrano‐Careaga, Jesús; Huo, Yuen J.",2019,“Illegal” by Association: Do Negative Stereotypes Divide or Unite Latinxs in the United States?,Analyses of Social Issues and Public Policy,batch0028/a000979/a000979_article.pdf
batch0028,2020-04-08,a001006,"Gurung, Regan A. R.; Stoa, Rosalyn; Nelson, Alese; Schultz, Devan",2019,The influence of T-shirt graphics on perceptions and behavioral intentions,The Journal of Social Psychology,batch0028/a001006/a001006_article.pdf
batch0028,2020-04-08,a001033,"Biderman, Natalie; Mudrik, Liad",2018,Evidence for Implicit—But Not Unconscious—Processing of Object-Scene Relations,Psychological Science,batch0028/a001033/a001033_article.pdf
batch0028,2020-04-08,a001041,"Mikolajczak, Moïra; Gross, James J.; Roskam, Isabelle",2019,"Parental Burnout: What Is It, and Why Does It Matter?",Clinical Psychological Science,batch0028/a001041/a001041_article.pdf
batch0028,2020-04-08,a001049,"Siroky, David S.; Hale, Christopher W.",2017,Inside Irredentism: A Global Empirical Analysis,American Journal of Political Science,batch0028/a001049/a001049_article.pdf
batch0028,2020-04-08,a001056,"Cao, Jack; Kleiman-Weiner, Max; Banaji, Mahzarin R.",2019,People Make the Same Bayesian Judgment They Criticize in Others,Psychological Science,batch0028/a001056/a001056_article.pdf
batch0028,2020-04-08,a001147,"Petersen, Michael Bang",2017,Healthy Out-Group Members Are Represented Psychologically as Infected In-Group Members,Psychological Science,batch0028/a001147/a001147_article.pdf
batch0028,2020-04-08,a001178,"Chetverikov, Andrey; Campana, Gianluca; Kristjánsson, Árni",2017,Representing Color Ensembles,Psychological Science,batch0028/a001178/a001178_article.pdf
batch0028,2020-04-08,a001239,"Mitchell, Eric; Tavares, Tamara P.; Palaniyappan, Lena; Finger, Elizabeth C.",2019,Hoarding and obsessive–compulsive behaviours in frontotemporal dementia: Clinical and neuroanatomic associations,Cortex,batch0028/a001239/a001239_article.pdf
batch0028,2020-04-08,a001252,"Na, Jinkyung; Kim, Seunghee; Oh, Hyewon; Choi, Incheol; O’Toole, Alice",2015,Competence Judgments Based on Facial Appearance Are Better Predictors of American Elections Than of Korean Elections,Psychological Science,batch0028/a001252/a001252_article.pdf
batch0028,2020-04-08,a001263,"Wiese, Holger; Ingram, Brandon T.; Elley, Megan L.; Tüttenberg, Simone C.; Burton, A. Mike; Young, Andrew W.",2019,Later but not early stages of familiar face recognition depend strongly on attentional resources: Evidence from event-related brain potentials,Cortex,batch0028/a001263/a001263_article.pdf
batch0028,2020-04-08,a001280,"Masselink, M.; Van Roekel, E.; Hankin, B.l.; Keijsers, L.; Lodder, G.m.a.; Vanhalst, J.; Verhagen, M.; Young, J.f.; Oldehinkel, A.j.",2018,The Longitudinal Association Between Self-esteem and Depressive Symptoms in Adolescents: Separating Between-Person Effects from Within-Person Effects,European Journal of Personality,batch0028/a001280/a001280_article.pdf
batch0028,2020-04-08,a001303,"Perfecto, Hannah; Donnelly, Kristin; Critcher, Clayton R.",2019,Volume Estimation Through Mental Simulation,Psychological Science,batch0028/a001303/a001303_article.pdf
batch0028,2020-04-08,a001412,"McIntosh, Robert D.; Brown, Bethany M. A.; Young, Louise",2019,"Meta-analysis of the visuospatial aftereffects of prism adaptation, with two novel experiments",Cortex,batch0028/a001412/a001412_article.pdf
batch0028,2020-04-08,a001449,"Rogers, Todd; Feller, Avi",2016,Discouraged by Peer Excellence: Exposure to Exemplary Peer Performance Causes Quitting,Psychological Science,batch0028/a001449/a001449_article.pdf
batch0028,2020-04-08,a001496,"Beazer, Quintin H.; Blake, Daniel J.",2018,The Conditional Nature of Political Risk: How Home Institutions Influence the Location of Foreign Direct Investment,American Journal of Political Science,batch0028/a001496/a001496_article.pdf
batch0028,2020-04-08,a001538,"Oh, DongWon; Buck, Elinor A.; Todorov, Alexander",2019,Revealing Hidden Gender Biases in Competence Impressions of Faces,Psychological Science,batch0028/a001538/a001538_article.pdf
batch0028,2020-04-08,a001539,"Botteron, Haley E.; Richards, Cheryl A.; Nishino, Tomoyuki; Ueda, Keisuke; Acevedo, Haley K.; Koller, Jonathan M.; Black, Kevin J.",2019,The urge to blink in Tourette syndrome,Cortex,batch0028/a001539/a001539_article.pdf
batch0028,2020-04-08,a001564,"Youngstrom, Eric A.; Halverson, Tate F.; Youngstrom, Jennifer K.; Lindhiem, Oliver; Findling, Robert L.",2018,Evidence-Based Assessment From Simple Clinical Judgments to Statistical Learning: Evaluating a Range of Options Using Pediatric Bipolar Disorder as a Diagnostic Challenge,Clinical Psychological Science,batch0028/a001564/a001564_article.pdf
